image_path,image_filename,ground_truth,predicted,confidence,correct
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG000356.jpeg,IMG000356.jpeg,osteochondroma,osteochondroma,0.27562665939331055,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG001264.jpeg,IMG001264.jpeg,osteochondroma,simple bone cyst,0.2000362128019333,False
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\simple bone cyst\IMG000675.jpeg,IMG000675.jpeg,simple bone cyst,osteochondroma,0.27281540632247925,False
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteosarcoma\IMG001657.jpeg,IMG001657.jpeg,osteosarcoma,other mt,0.3432774841785431,False
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\synovial osteochondroma\IMG001237.jpeg,IMG001237.jpeg,synovial osteochondroma,synovial osteochondroma,0.4925539195537567,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\multiple osteochondromas\IMG000718.jpeg,IMG000718.jpeg,multiple osteochondromas,multiple osteochondromas,0.4680015742778778,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\giant cell tumor\IMG001744.jpeg,IMG001744.jpeg,giant cell tumor,giant cell tumor,0.26856452226638794,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\simple bone cyst\IMG000288.jpeg,IMG000288.jpeg,simple bone cyst,simple bone cyst,0.36665481328964233,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\multiple osteochondromas\IMG000660.jpeg,IMG000660.jpeg,multiple osteochondromas,multiple osteochondromas,0.49051666259765625,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteosarcoma\IMG000191.jpeg,IMG000191.jpeg,osteosarcoma,osteosarcoma,0.5728742480278015,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteosarcoma\IMG001532.jpeg,IMG001532.jpeg,osteosarcoma,osteosarcoma,0.4696982502937317,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\giant cell tumor\IMG000781.jpeg,IMG000781.jpeg,giant cell tumor,giant cell tumor,0.6432029604911804,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteosarcoma\IMG000143.jpeg,IMG000143.jpeg,osteosarcoma,osteosarcoma,0.33648428320884705,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG000895.jpeg,IMG000895.jpeg,osteochondroma,osteochondroma,0.27337658405303955,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\synovial osteochondroma\IMG001584.jpeg,IMG001584.jpeg,synovial osteochondroma,simple bone cyst,0.21647533774375916,False
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG001316.jpeg,IMG001316.jpeg,osteochondroma,osteochondroma,0.37363412976264954,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\other bt\IMG001814.jpeg,IMG001814.jpeg,other bt,osteochondroma,0.19568437337875366,False
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG000461.jpeg,IMG000461.jpeg,osteochondroma,osteochondroma,0.3965998888015747,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\simple bone cyst\IMG000785.jpeg,IMG000785.jpeg,simple bone cyst,simple bone cyst,0.3633615970611572,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteosarcoma\IMG000025.jpeg,IMG000025.jpeg,osteosarcoma,osteosarcoma,0.4421007037162781,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteosarcoma\IMG000170.jpeg,IMG000170.jpeg,osteosarcoma,osteosarcoma,0.43723273277282715,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteosarcoma\IMG000075.jpeg,IMG000075.jpeg,osteosarcoma,osteosarcoma,0.3871258795261383,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\simple bone cyst\IMG000598.jpeg,IMG000598.jpeg,simple bone cyst,simple bone cyst,0.5246637463569641,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG001064.jpeg,IMG001064.jpeg,osteochondroma,osteochondroma,0.3676256835460663,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG000694.jpeg,IMG000694.jpeg,osteochondroma,simple bone cyst,0.27510663866996765,False
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG000954.jpeg,IMG000954.jpeg,osteochondroma,osteochondroma,0.26328474283218384,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG000335.jpeg,IMG000335.jpeg,osteochondroma,osteochondroma,0.2835153043270111,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\simple bone cyst\IMG001627.jpeg,IMG001627.jpeg,simple bone cyst,osteochondroma,0.29676786065101624,False
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\other bt\IMG000862.jpeg,IMG000862.jpeg,other bt,other bt,0.5917808413505554,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG000334.jpeg,IMG000334.jpeg,osteochondroma,osteochondroma,0.25498905777931213,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteosarcoma\IMG000233.jpeg,IMG000233.jpeg,osteosarcoma,osteosarcoma,0.44490230083465576,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\multiple osteochondromas\IMG001086.jpeg,IMG001086.jpeg,multiple osteochondromas,multiple osteochondromas,0.39083242416381836,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteosarcoma\IMG001574.jpeg,IMG001574.jpeg,osteosarcoma,other bt,0.2211141586303711,False
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG001334.jpeg,IMG001334.jpeg,osteochondroma,osteofibroma,0.1904844492673874,False
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG001273.jpeg,IMG001273.jpeg,osteochondroma,osteochondroma,0.3750115633010864,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteosarcoma\IMG000162.jpeg,IMG000162.jpeg,osteosarcoma,osteosarcoma,0.4955693185329437,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteosarcoma\IMG000169.jpeg,IMG000169.jpeg,osteosarcoma,osteosarcoma,0.3287247121334076,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteofibroma\IMG000413.jpeg,IMG000413.jpeg,osteofibroma,osteofibroma,0.6587242484092712,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG001318.jpeg,IMG001318.jpeg,osteochondroma,osteochondroma,0.39576441049575806,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG001571.jpeg,IMG001571.jpeg,osteochondroma,osteochondroma,0.25285059213638306,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteosarcoma\IMG000013.jpeg,IMG000013.jpeg,osteosarcoma,simple bone cyst,0.3613790273666382,False
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\multiple osteochondromas\IMG000298.jpeg,IMG000298.jpeg,multiple osteochondromas,multiple osteochondromas,0.5147536993026733,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\giant cell tumor\IMG001726.jpeg,IMG001726.jpeg,giant cell tumor,osteosarcoma,0.317000150680542,False
